budget,revenue,original_title,cast,director,runtime,genres,vote_count,vote_average,release_year,budget_adj,revenue_adj
17000000,46357676,Full Metal Jacket,Matthew Modine|Adam Baldwin|Vincent D'Onofrio|R. Lee Ermey|Dorian Harewood,Stanley Kubrick,116,Drama|War,1311,7.7,1987,32624367.447099105,88964109.16573921
6000000,213954274,Dirty Dancing,Jennifer Grey|Patrick Swayze|Jerry Orbach|Cynthia Rhodes|Jack Weston,Emile Ardolino,100,Drama|Music|Romance,654,6.9,1987,11514482.6283879,410595461.87372404
22700000,38119483,Spaceballs,Mel Brooks|Rick Moranis|Bill Pullman|Daphne Zuniga|John Candy,Mel Brooks,96,Comedy|Science Fiction,496,6.5,1987,43563125.944067605,73154354.1344381
40000000,191185897,The Living Daylights,Timothy Dalton|Maryam d'Abo|Jeroen KrabbÃ©|Joe Don Baker|John Rhys-Davies,John Glen,130,Action|Adventure|Thriller,238,6.0,1987,76763217.52258609,366901114.966543
13000000,53000000,RoboCop,Peter Weller|Nancy Allen|Ronny Cox|Kurtwood Smith|Miguel Ferrer,Paul Verhoeven,102,Action|Thriller|Science Fiction,834,6.8,1987,24948045.694840398,101711263.217426
3600000,5923044,Evil Dead II,Bruce Campbell|Sarah Berry|Dan Hicks|Kassie DePaiva|Denise Bixler,Sam Raimi,84,Horror|Comedy|Fantasy,383,7.5,1987,6908689.57703275,11366797.8741962
15000000,120207127,Lethal Weapon,Mel Gibson|Danny Glover|Gary Busey|Mitchell Ryan|Tom Atkins,Richard Donner,110,Adventure|Action|Comedy|Thriller|Crime,801,6.6,1987,28786206.5709698,230687145.94165298
27000000,38122105,The Running Man,Arnold Schwarzenegger|Richard Dawson|MarÃ­a Conchita Alonso|Yaphet Kotto|Jim Brown,Paul Michael Glaser,101,Action|Science Fiction,352,6.3,1987,51815171.8277456,73159385.9633467
23000000,51881013,Jaws: The Revenge,Lorraine Gary|Lance Guest|Mario Van Peebles|Michael Caine|Karen Young,Joseph Sargent,89,Adventure|Thriller,111,3.7,1987,44138850.075487,99563837.15527791
16000000,30857814,The Princess Bride,Cary Elwes|Robin Wright|Mandy Patinkin|AndrÃ© the Giant|Chris Sarandon,Rob Reiner,98,Adventure|Family|Fantasy|Comedy|Romance,1000,7.5,1987,30705287.0090344,59218627.2088375
5000000,44793222,A Nightmare on Elm Street 3: Dream Warriors,Robert Englund|Patricia Arquette|Heather Langenkamp|John Saxon|Craig Wasson,Chuck Russell,96,Horror|Thriller,168,6.2,1987,9595402.19032326,85961796.0980872
15000000,43848069,Wall Street,Charlie Sheen|Michael Douglas|Martin Sheen|Daryl Hannah|John C. McGinley,Oliver Stone,126,Crime|Drama,294,6.7,1987,28786206.5709698,84147971.46480909
20000000,299965036,Beverly Hills Cop II,Eddie Murphy|Judge Reinhold|John Ashton|Ronny Cox|Paul Reiser,Tony Scott,100,Action|Comedy|Crime,333,6.1,1987,38381608.761293,575657032.690959
17000000,19300000,Superman IV: The Quest for Peace,Christopher Reeve|Margot Kidder|Gene Hackman|Jackie Cooper|Marc McClure,Sidney J. Furie,90,Action|Adventure|Fantasy|Science Fiction|Thriller,149,4.3,1987,32624367.447099105,37038252.454647794
6000000,29180280,Raising Arizona,Nicolas Cage|Holly Hunter|Trey Wilson|John Goodman|William Forsythe,Joel Coen,94,Comedy|Crime,268,7.0,1987,11514482.6283879,55999304.525249206
25000000,76270454,The Untouchables,Kevin Costner|Sean Connery|Robert De Niro|Andy GarcÃ­a|Charles Martin Smith,Brian De Palma,119,Crime|Drama|History|Thriller,751,7.5,1987,47977010.951616295,146369136.273709
13000000,123922370,"Good Morning, Vietnam",Robin Williams|Forest Whitaker|Tung Thanh Tran|Chintara Sukapatana|Bruno Kirby,Barry Levinson,121,Comedy|Drama|War,363,7.0,1987,24948045.694840398,237816996.10561
23000000,43984230,The Last Emperor,John Lone|Peter O'Toole|Joan Chen|Dennis Dun|Ryuichi Sakamoto,Bernardo Bertolucci,163,Drama|History,165,7.1,1987,44138850.075487,84409275.3763364
14000000,320145693,Fatal Attraction,Michael Douglas|Glenn Close|Anne Archer|Ellen Hamilton Latzen|Jane Krakowski,Adrian Lyne,119,Horror|Drama|Romance|Thriller,131,6.4,1987,26867126.132905103,614385336.7669519
0,28061343,Police Academy 4: Citizens on Patrol,Steve Guttenberg|Bubba Smith|Michael Winslow|Sharon Stone|David Graf,Jim Drake,88,Action|Comedy|Crime,126,5.0,1987,0.0,53851974.4171225
0,25893810,Innerspace,Martin Short|Dennis Quaid|Meg Ryan|Kevin McCarthy|Fiona Lewis,Joe Dante,120,Action|Comedy|Science Fiction,168,6.3,1987,0.0,49692304.237962894
0,49230280,"Planes, Trains and Automobiles",Steve Martin|John Candy|Laila Robins|Michael McKean|Dylan Baker,John Hughes,93,Comedy|Drama,333,6.8,1987,0.0,94476867.3084455
17000000,17185632,Angel Heart,Mickey Rourke|Robert De Niro|Lisa Bonet|Charlotte Rampling|Stocker Fontelieu,Alan Parker,113,Horror|Mystery|Thriller,139,6.7,1987,32624367.447099105,32980610.1869779
25000000,16057580,Over the Top,Sylvester Stallone|Robert Loggia|Rick Zumwalt|David Mendenhall|Bruce Way,Menahem Golan,93,Action|Drama,182,5.4,1987,47977010.951616295,30815787.660658196
0,65088797,*batteries not included,Hume Cronyn|Jessica Tandy|Frank McRae|Elizabeth PeÃ±a|Dennis Boutsikaris,Matthew Robbins,106,Comedy|Family|Fantasy|Science Fiction,117,6.2,1987,0.0,124910637.059861
8500000,32222567,The Lost Boys,Jason Patric|Corey Haim|Corey Feldman|Dianne Wiest|Kiefer Sutherland,Joel Schumacher,97,Comedy|Horror,295,6.5,1987,16312183.7235495,61837697.9939276
0,63766510,The Witches of Eastwick,Jack Nicholson|Cher|Susan Sarandon|Michelle Pfeiffer|Veronica Cartwright,George Miller,118,Fantasy|Horror|Comedy,152,6.1,1987,0.0,122373061.944654
3500000,14000000,Creepshow 2,George Kennedy|Dorothy Lamour|Lois Chiles|Tom Savini|Tom Wright,Michael Gornick,92,Horror,42,5.8,1987,6716781.53322628,26867126.132905103
1880006,26713187,Overboard,Goldie Hawn|Kurt Russell|Edward Herrmann|Katherine Helmond|Mike Hagerty,Garry Marshall,106,Comedy|Romance,115,6.6,1987,3607882.73804417,51264754.610063
20000000,51249404,Broadcast News,William Hurt|Albert Brooks|Holly Hunter|Robert Prosky|Lois Chiles,James L. Brooks,133,Comedy|Drama|Romance,42,6.3,1987,38381608.761293,98351728.6788724
0,18553948,Some Kind of Wonderful,Eric Stoltz|Mary Stuart Masterson|Lea Thompson|Chynna Phillips|Craig Sheffer,Howard Deutch,95,Drama|Romance,42,6.8,1987,0.0,35606518.655668795
18000000,39321715,Blind Date,Kim Basinger|Bruce Willis|John Larroquette|William Daniels|George Coe,Blake Edwards,95,Comedy|Romance,57,5.6,1987,34543447.885163695,75461534.0476534
0,34368475,Adventures in Babysitting,Elisabeth Shue|Maia Brewton|Keith Coogan|Anthony Rapp|Calvin Levels,Chris Columbus,102,Thriller|Comedy|Crime|Adventure,80,6.7,1987,0.0,65955868.058614
20000000,66673516,Dragnet,Dan Aykroyd|Tom Hanks|Christopher Plummer|Harry Morgan|Alexandra Paul,Tom Mankiewicz,106,Action|Comedy|Crime,74,5.8,1987,38381608.761293,127951840.29258999
0,40050884,Roxanne,Steve Martin|Daryl Hannah|Rick Rossovich|Shelley Duvall|John Kapelos,Fred Schepisi,107,Comedy|Romance,71,6.4,1987,0.0,76860868.01159659
15000000,35509515,No Way Out,Kevin Costner|Gene Hackman|Sean Young|Will Patton|Howard Duff,Roger Donaldson,114,Crime|Drama|Action|Thriller|Mystery,67,7.0,1987,28786206.5709698,68145615.60166329
0,49998613,Harry and the Hendersons,John Lithgow|Melinda Dillon|Margaret Langrick|Joshua Rudoy|Kevin Peter Hall,William Dear,110,Comedy|Family|Fantasy,62,5.6,1987,0.0,95951360.138665
12000000,110996879,The Secret of My Success,Michael J. Fox|Helen Slater|Richard Jordan|Margaret Whitton|John Pankow,Herbert Ross,111,Comedy,63,5.7,1987,23028965.2567758,213011939.175129
11000000,168000000,Three Men and a Baby,Tom Selleck|Steve Guttenberg|Ted Danson|Nancy Travis|Margaret Colin,Leonard Nimoy,102,Family|Comedy|Drama,103,6.1,1987,21109884.818711102,322405513.594861
3000000,14182492,Prince of Darkness,Donald Pleasence|Lisa Blount|Victor Wong|Jameson Parker|Dennis Dun,John Carpenter,101,Horror,62,6.5,1987,5757241.31419396,27217342.960208397
1000000,14564027,Hellraiser,Andrew Robinson|Clare Higgins|Ashley Laurence|Sean Chapman|Oliver Smith,Clive Barker,94,Horror,189,6.7,1987,1919080.43806465,27949539.3151454
6500000,54215416,La Bamba,Lou Diamond Phillips|Danielle von Zerneck|Elizabeth PeÃ±a|Rosanna DeSoto|Esai Morales,Luis Valdez,108,Drama|Music,43,6.9,1987,12474022.847420199,104043744.287137
14000000,57915972,Throw Momma from the Train,Danny DeVito|Billy Crystal|Kim Greist|Anne Ramsey|Kate Mulgrew,Danny DeVito,88,Crime|Comedy,54,5.8,1987,26867126.132905103,111145408.9167
0,80640528,Moonstruck,Cher|Nicolas Cage|Vincent Gardenia|Olympia Dukakis|Danny Aiello,Norman Jewison,102,Comedy|Drama|Romance,72,6.2,1987,0.0,154755659.800004
12000000,3769990,The Monster Squad,Andre Gower|Robby Kiger|Stephen Macht|Duncan Regehr|Ryan Lambert,Fred Dekker,82,Horror|Comedy|Action|Fantasy|Science Fiction,58,7.0,1987,23028965.2567758,7234914.06069936
0,50504655,Eddie Murphy Raw,Eddie Murphy|Tatyana Ali|Billie Allen|James Brown III|Eyde Byrde,Robert Townsend,93,Comedy,53,7.0,1987,0.0,96922495.4417041
1800000,31623833,Can't Buy Me Love,Patrick Dempsey|Seth Green|Gerardo MejÃ­a|Courtney Gains|Sharon Farrell,Steve Rash,94,Drama|Comedy|Romance|Family,72,6.4,1987,3454344.78851637,60688679.2869234
6000000,42721196,Mannequin,Andrew McCarthy|Kim Cattrall|Estelle Getty|James Spader|G. W. Bailey,Michael Gottlieb,89,Fantasy|Comedy|Romance,61,5.6,1987,11514482.6283879,81985411.5343259
0,13839404,Hamburger Hill,Anthony Barrile|Michael Boatman|Don Cheadle|Michael Dolan|Dylan McDermott,John Irvin,112,War|Action|Drama,52,6.2,1987,0.0,26558929.4908737
12000000,56715371,2001: A Space Odyssey,Keir Dullea|Douglas Rain|Gary Lockwood|William Sylvester|Daniel Richter,Stanley Kubrick,149,Science Fiction|Mystery|Adventure,1708,7.7,1968,75227563.3792221,355546597.20654905
5800000,33395426,Planet of the Apes,Charlton Heston|Roddy McDowall|Kim Hunter|Maurice Evans|James Daly,Franklin J. Schaffner,112,Adventure|Science Fiction|Mystery,469,7.2,1968,36359988.966624,209354710.49926
5500000,42300873,Bullitt,Steve McQueen|Jacqueline Bisset|Robert Vaughn|Don Gordon|Simon Oakland,Peter Yates,113,Action|Crime|Drama|Thriller,143,6.7,1968,34479299.88214339,265182633.716993
3200000,33395426,Rosemary's Baby,Mia Farrow|John Cassavetes|Ruth Gordon|Sidney Blackmer|Maurice Evans,Roman Polanski,136,Horror|Drama|Mystery,448,7.3,1968,20060683.567792498,209354710.49926
10000000,16800000,Oliver!,Ron Moody|Shani Wallis|Oliver Reed|Harry Secombe|Mark Lester,Carol Reed,153,Drama|Family|Music,42,6.2,1968,62689636.14935171,105318588.730911
1800000,6800000,Hang 'em High,Clint Eastwood|Inger Stevens|Ed Begley|Pat Hingle|Ben Johnson,Ted Post,114,Western,86,6.3,1968,11284134.5068833,42628952.5815592
7700000,21000000,Where Eagles Dare,Richard Burton|Clint Eastwood|Mary Ure|Patrick Wymark|Michael Hordern,Brian G. Hutton,155,Adventure|Drama|Action|History|War,116,6.9,1968,48271019.8350008,131648235.913638
0,38901218,Romeo and Juliet,Leonard Whiting|Olivia Hussey|John McEnery|Michael York|Milo O'Shea,Franco Zeffirelli,138,Drama|Romance,68,7.0,1968,0.0,243870320.21866098
13000000,47542841,The Godfather: Part II,Al Pacino|Robert Duvall|Diane Keaton|Robert De Niro|John Cazale,Francis Ford Coppola,200,Drama|Crime,2131,8.1,1974,57489690.5506849,210247939.768493
6000000,30000000,Chinatown,Jack Nicholson|Faye Dunaway|John Huston|Perry Lopez|John Hillerman,Roman Polanski,130,Crime|Drama|Mystery|Thriller,456,7.7,1974,26533703.3310853,132668516.655426
7000000,97572000,The Man with the Golden Gun,Roger Moore|Christopher Lee|Britt Ekland|Maud Adams|HervÃ© Villechaize,Guy Hamilton,125,Adventure|Action|Thriller,283,6.1,1974,30955987.2195995,431491083.570109
2800000,86273333,Young Frankenstein,Gene Wilder|Peter Boyle|Marty Feldman|Madeline Kahn|Cloris Leachman,Mel Brooks,106,Comedy|Science Fiction,445,7.5,1974,12382394.887839802,381525170.534322
85000,30859000,The Texas Chain Saw Massacre,Allen Danziger|Paul A. Partain|William Vail|Teri McMinn|Edwin Neal,Tobe Hooper,83,Horror|Thriller,249,6.8,1974,375894.130523709,136467258.51566002
1600000,4420000,The Conversation,Gene Hackman|John Cazale|Frederic Forrest|Cindy Williams|Harrison Ford,Francis Ford Coppola,113,Crime|Drama|Mystery,166,7.2,1974,7075654.22162275,19546494.7872328
0,27634716,Murder on the Orient Express,Albert Finney|Lauren Bacall|Martin Balsam|Ingrid Bergman|Jacqueline Bisset,Sidney Lumet,128,Drama|Thriller|Mystery,92,6.8,1974,0.0,122208559.33046599
2600000,119500000,Blazing Saddles,Cleavon Little|Gene Wilder|Harvey Korman|Slim Pickens|Madeline Kahn,Mel Brooks,93,Comedy|Western,334,7.0,1974,11497938.1101369,528462924.67744905
6500000,26533200,The Great Gatsby,Robert Redford|Mia Farrow|Bruce Dern|Karen Black|Sam Waterston,Jack Clayton,144,Drama|Romance,74,6.1,1974,28744845.2753424,117337342.870725
3000000,22000000,Death Wish,Charles Bronson|Hope Lange|Vincent Gardenia|Steven Keats|William Redfield,Michael Winner,93,Action|Crime|Drama|Thriller,52,6.8,1974,13266851.665542599,97290245.5473129
14000000,116000000,The Towering Inferno,Steve McQueen|Paul Newman|Faye Dunaway|Robert Vaughn|William Holden,John Guillermin,159,Action|Thriller,72,7.2,1974,61911974.4391991,512984931.067649
3000000,108981275,One Flew Over the Cuckoo's Nest,Jack Nicholson|Louise Fletcher|Danny DeVito|William Redfield|Scatman Crothers,MiloÅ¡ Forman,133,Drama,1612,8.0,1975,12155463.5161866,441572637.403333
7000000,470654000,Jaws,Roy Scheider|Robert Shaw|Richard Dreyfuss|Lorraine Gary|Murray Hamilton,Steven Spielberg,124,Horror|Thriller|Adventure,1415,7.3,1975,28362748.2044354,1907005841.91576
400000,5028948,Monty Python and the Holy Grail,Graham Chapman|John Cleese|Eric Idle|Michael Palin|Terry Gilliam,Terry Gilliam|Terry Jones,91,Adventure|Comedy|Fantasy,1097,7.6,1975,1620728.46882488,20376397.9795998
1200000,112892319,The Rocky Horror Picture Show,Tim Curry|Susan Sarandon|Barry Bostwick|Richard O'Brien|Patricia Quinn,Jim Sharman,100,Comedy|Horror|Music|Science Fiction,332,7.1,1975,4862185.40647464,457419488.2874
11000000,20000000,Barry Lyndon,Ryan O'Neal|Marisa Berenson|Hardy KrÃ¼ger|Diana KÃ¶rner|Frank Middlemass,Stanley Kubrick,184,Drama|Romance|War,240,7.2,1975,44570032.89268421,81036423.4412441
5000000,41833347,The Return of the Pink Panther,Peter Sellers|Christopher Plummer|Herbert Lom|Catherine Schell|Peter Arne,Blake Edwards,113,Comedy,58,6.6,1975,20259105.860310998,169501241.072824
0,27476252,Three Days of the Condor,Robert Redford|Faye Dunaway|Cliff Robertson|Max von Sydow|John Houseman,Sydney Pollack,117,Action|Thriller|Mystery,107,6.8,1975,0.0,111328859.58251598
0,12484444,French Connection II,Gene Hackman|Fernando Rey|Bernard Fresson|Philippe LÃ©otard|Ed Lauter,John Frankenheimer,119,Action|Crime|Drama|Thriller,43,6.0,1975,0.0,50584734.5206249
1800000,46665856,Dog Day Afternoon,Al Pacino|John Cazale|Charles Durning|Chris Sarandon|James Broderick,Sidney Lumet,125,Crime|Drama|Thriller,312,7.2,1975,7293278.10971197,189081703.353206
1100000,59600000,Dr. No,Sean Connery|Ursula Andress|Joseph Wiseman|Jack Lord|Bernard Lee,Terence Young,110,Adventure|Action|Thriller,560,6.7,1962,7929293.7666380005,429623553.174204
15000000,70000000,Lawrence of Arabia,Peter O'Toole|Alec Guinness|Anthony Quinn|Jack Hawkins|Omar Sharif,David Lean,216,Adventure|Drama|History|War,517,7.5,1962,108126733.181427,504591421.51332694
2000000,13129846,To Kill a Mockingbird,Gregory Peck|John Megna|Frank Overton|Rosemary Murphy|Ruth White,Robert Mulligan,129,Crime|Drama,317,7.7,1962,14416897.7575236,94645823.67701529
3200000,8000000,The Man Who Shot Liberty Valance,John Wayne|James Stewart|Vera Miles|Lee Marvin|Edmond O'Brien,John Ford,123,Western,134,7.1,1962,23067036.4120378,57667591.0300945
3500000,124900000,Goldfinger,Sean Connery|Honor Blackman|Gert FrÃ¶be|Shirley Eaton|Tania Mallet,Guy Hamilton,110,Adventure|Action|Thriller,602,7.0,1964,24605935.9359851,878080399.544157
1800000,9440272,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Peter Sellers|George C. Scott|Sterling Hayden|Keenan Wynn|Slim Pickens,Stanley Kubrick,95,Drama|Comedy|War,804,7.7,1964,12654481.3385066,66367636.585792795
6000000,102272727,Mary Poppins,Julie Andrews|Dick Van Dyke|David Tomlinson|Glynis Johns|Hermione Baddeley,Robert Stevenson,139,Comedy|Music|Family|Fantasy,613,7.2,1964,42181604.4616889,719004619.5887151
500000,1000549,A Hard Day's Night,John Lennon|Paul McCartney|George Harrison|Ringo Starr|Wilfrid Brambell,Richard Lester,88,Comedy|Music,92,6.9,1964,3515133.70514074,7034127.02708972
2135161,7000000,Marnie,Tippi Hedren|Sean Connery|Diane Baker|Martin Gabel|Louise Latham,Alfred Hitchcock,130,Crime|Drama|Mystery|Thriller,94,7.2,1964,15010752.794004,49211871.871970296
17000000,72000000,My Fair Lady,Audrey Hepburn|Rex Harrison|Stanley Holloway|Wilfrid Hyde-White|Gladys Cooper,George Cukor,170,Drama|Family|Music|Romance,184,7.1,1964,119514545.97478501,506179253.54026604
0,12368234,A Shot in the Dark,Peter Sellers|Elke Sommer|George Sanders|Herbert Lom|Graham Stark,Blake Edwards,102,Comedy|Crime,44,7.1,1964,0.0,86951992.4129354
2200000,26589000,A Clockwork Orange,Malcolm McDowell|Patrick Magee|Adrienne Corri|Michael Bates|Warren Clarke,Stanley Kubrick,136,Science Fiction|Drama,1786,7.7,1971,11847428.8117621,143186947.579974
3000000,4000000,Willy Wonka & the Chocolate Factory,Gene Wilder|Jack Albertson|Peter Ostrum|Roy Kinnear|Denise Nickerson,Mel Stuart,100,Family|Fantasy,434,7.2,1971,16155584.743311903,21540779.657749303
7200000,116000000,Diamonds Are Forever,Sean Connery|Jill St. John|Charles Gray|Lana Wood|Jimmy Dean,Guy Hamilton,120,Adventure|Action|Thriller|Science Fiction,331,6.2,1971,38773403.383948706,624682610.07473
4000000,35976000,Dirty Harry,Clint Eastwood|Harry Guardino|Reni Santoni|John Vernon|Andrew Robinson,Don Siegel,102,Action|Crime|Thriller,300,7.2,1971,21540779.657749303,193737772.241797
2500000,12348905,Escape from the Planet of the Apes,Roddy McDowall|Kim Hunter|Bradford Dillman|Natalie Trundy|Eric Braeden,Don Taylor,98,Action|Science Fiction,125,6.2,1971,13462987.286093302,66501260.404869705
2200000,3251794,Straw Dogs,Dustin Hoffman|Susan George|Peter Vaughan|T. P. McKenna|Del Henney,Sam Peckinpah,118,Crime|Drama|Thriller|Mystery,84,6.8,1971,11847428.8117621,17511544.5115978
777000,2437000,THX 1138,Robert Duvall|Donald Pleasence|Don Pedro Colley|Maggie McOmie|Ian Wolfe,George Lucas,86,Drama|Mystery|Science Fiction|Thriller,125,6.1,1971,4184296.4485178003,13123720.006483698
1800000,41158757,The French Connection,Gene Hackman|Fernando Rey|Roy Scheider|Tony Lo Bianco|Marcel Bozzuffi,William Friedkin,104,Action|Crime|Thriller,201,7.0,1971,9693350.84598719,221647928.880961
9000000,10404330,Fiddler on the Roof,Chaim Topol|Norma Crane|Leonard Frey|Molly Picon|Paul Mann,Norman Jewison,181,Drama|Music|Romance,68,6.6,1971,48466754.2299359,56029345.004127696
1300000,29133000,The Last Picture Show,Timothy Bottoms|Jeff Bridges|Cybill Shepherd|Ben Johnson|Cloris Leachman,Peter Bogdanovich,118,Drama,42,7.0,1971,7000753.38876852,156886883.442302
1300000,72266306,Vanishing Point,Barry Newman|Cleavon Little|Dean Jagger|Victoria Medlin|Gilda Texter,Richard C. Sarafian,99,Action|Thriller|Drama,48,7.1,1971,7000753.38876852,389168143.556371
65000000,261317921,Total Recall,Arnold Schwarzenegger|Sharon Stone|Rachel Ticotin|Ronny Cox|Michael Ironside,Paul Verhoeven,113,Action|Adventure|Science Fiction,1012,6.8,1990,108478405.120447,436113096.91494
25000000,46836394,Goodfellas,Robert De Niro|Ray Liotta|Joe Pesci|Lorraine Bracco|Paul Sorvino,Martin Scorsese,146,Drama|Crime,1798,8.0,1990,41722463.507864505,78165189.5801985
70000000,240031094,Die Hard 2,Bruce Willis|Bonnie Bedelia|William Atherton|Reginald VelJohnson|Franco Nero,Renny Harlin,124,Action|Thriller,1252,6.4,1990,116822897.82202,400587542.406711
40000000,244527583,Back to the Future Part III,Michael J. Fox|Christopher Lloyd|Mary Steenburgen|Thomas F. Wilson|Lea Thompson,Robert Zemeckis,118,Adventure|Action|Comedy|Science Fiction|Family,1762,6.9,1990,66755941.612583205,408091726.335352
20000000,53000000,Edward Scissorhands,Johnny Depp|Winona Ryder|Dianne Wiest|Alan Arkin|Anthony Michael Hall,Tim Burton,105,Fantasy|Drama|Romance,1939,7.4,1990,33377970.806291603,88451622.6366727
14000000,463000000,Pretty Woman,Julia Roberts|Richard Gere|Ralph Bellamy|Jason Alexander|HÃ©ctor Elizondo,Garry Marshall,119,Romance|Comedy,963,6.9,1990,23364579.5644041,772700024.16565
54000000,136766062,The Godfather: Part III,Al Pacino|Diane Keaton|Andy GarcÃ­a|Talia Shire|Sofia Coppola,Francis Ford Coppola,162,Drama|Action|Thriller|Crime,880,6.9,1990,90120521.17698729,228248681.236373
22000000,424208848,Dances with Wolves,Kevin Costner|Mary McDonnell|Graham Greene|Rodney A. Grant|Floyd Red Crow Westerman,Kevin Costner,181,Adventure|Drama|Western,585,7.3,1990,36715767.886920705,707961527.215729
22000000,505000000,Ghost,Patrick Swayze|Demi Moore|Tony Goldwyn|Whoopi Goldberg|Vincent Schiavelli,Jerry Zucker,127,Fantasy|Drama|Thriller|Mystery|Romance,714,6.7,1990,36715767.886920705,842793762.858863
13500000,201965915,Teenage Mutant Ninja Turtles,Judith Hoag|Elias Koteas|Josh Pais|Brian Tochi|Leif Tilden,Steve Barron,93,Science Fiction|Action|Adventure|Comedy|Family,267,6.6,1990,22530130.2942468,337060620.736798
20000000,61276872,Misery,James Caan|Kathy Bates|Richard Farnsworth|Frances Sternhagen|Lauren Bacall,Rob Reiner,107,Horror|Thriller,501,7.5,1990,33377970.806291603,102264882.235843
42000000,119946358,Rocky V,Sylvester Stallone|Talia Shire|Burt Young|Sage Stallone|Burgess Meredith,John G. Avildsen,104,Drama,354,5.3,1990,70093738.69321229,200178301.78225
13000000,35763605,Child's Play 2,Alex Vincent|Jenny Agutter|Gerrit Graham|Christine Elise|Brad Dourif,John Lafia,84,Drama|Horror,140,5.9,1990,21695681.0240895,59685828.18088721
30,200,The Hunt for Red October,Alec Baldwin|Sean Connery|Scott Glenn|Sam Neill|James Earl Jones,John McTiernan,134,Action|Adventure|Thriller,615,6.9,1990,50.0669562094374,333.779708062916
35000000,57120318,Predator 2,Kevin Peter Hall|Danny Glover|Gary Busey|RubÃ©n Blades|MarÃ­a Conchita Alonso,Stephen Hopkins,108,Science Fiction|Action|Thriller,374,5.7,1990,58411448.9110103,95328015.33250459
60000000,157920733,Days of Thunder,Tom Cruise|Robert Duvall|Nicole Kidman|Randy Quaid|Cary Elwes,Tony Scott,107,Adventure,198,5.8,1990,100133912.418874,263553680.789108
14000000,5080409,Miller's Crossing,Gabriel Byrne|Marcia Gay Harden|John Turturro|Jon Polito|J.E. Freeman,Joel Coen,115,Drama|Thriller|Crime,206,7.4,1990,23364579.5644041,8478687.16430105
50000000,41482207,Gremlins 2: The New Batch,Zach Galligan|Phoebe Cates|John Glover|Robert Prosky|Robert Picardo,Joe Dante,106,Comedy|Horror|Fantasy,303,6.1,1990,83444927.01572901,69229594.7113272
11000000,48572000,Tremors,Kevin Bacon|Fred Ward|Finn Carter|Michael Gross|Reba McEntire,Ron Underwood,96,Action|Horror,485,6.3,1990,18357883.9434603,81061739.9001598
35000000,45681173,RoboCop 2,Peter Weller|Belinda Bauer|John Glover|Gabriel Damon|Mario Machado,Irvin Kershner,117,Action|Adventure|Crime|Science Fiction|Thriller,249,5.3,1990,58411448.9110103,76237242.9395578
32000000,16283667,The Neverending Story II: The Next Chapter,Jonathan Brandis|Kenny Morrison|Clarissa Burt|John Wesley Shipp|Martin Umbach,George T. Miller,89,Drama|Family|Fantasy|Adventure,111,5.7,1990,53404753.290066496,27175788.0872687
0,52096475,Awakenings,Robert De Niro|Robin Williams|Julie Kavner|Ruth Nelson|John Heard,Penny Marshall,121,Drama,276,7.4,1990,0.0,86943731.08303499
38000000,153518974,Another 48 Hrs.,Eddie Murphy|Nick Nolte|Brion James|Kevin Tighe|Ed O'Ross,Walter Hill,95,Thriller|Action|Comedy|Crime|Drama,90,5.5,1990,63418144.531954005,256207591.619192
6000000,24078196,Lionheart,Jean-Claude Van Damme|Harrison Page|Deborah Rennard|Ashley Johnson|Brian Thompson,Sheldon Lettich,105,Action|Thriller,82,5.8,1990,10013391.2418874,40184066.1578083
4000000,16853487,Death Warrant,Jean-Claude Van Damme|Robert Guillaume|Cynthia Gibb|Patrick Kilpatrick|Art LaFleur,Deran Sarafian,93,Action|Crime|Drama|Mystery|Thriller,57,5.4,1990,6675594.16125832,28126759.8535107
0,29888235,Green Card,GÃ©rard Depardieu|Andie MacDowell|Bebe Neuwirth|Gregg Edelman|Robert Prosky,Peter Weir,108,Comedy|Drama|Romance,42,5.7,1990,0.0,49880431.7640791
0,221303188,Presumed Innocent,Harrison Ford|Brian Dennehy|RaÃºl JuliÃ¡|Bonnie Bedelia|Paul Winfield,Alan J. Pakula,127,Drama|Thriller|Crime|Mystery,59,6.3,1990,0.0,369332567.420163
0,39404261,Joe Versus the Volcano,Tom Hanks|Meg Ryan|Lloyd Bridges|Dan Hedaya|Ossie Davis,John Patrick Shanley,102,Fantasy|Comedy|Science Fiction|Romance,78,5.2,1990,0.0,65761713.665074706
9500000,14560247,Wild at Heart,Nicolas Cage|Laura Dern|Willem Dafoe|J.E. Freeman|Crispin Glover,David Lynch,124,Comedy|Crime|Thriller,145,6.5,1990,15854536.132988501,24299574.964919697
0,39024251,The Exorcist III,George C. Scott|Ed Flanders|Brad Dourif|Jason Miller|Nicol Williamson,William Peter Blatty,110,Thriller|Horror|Mystery,56,5.9,1990,0.0,65127515.5307698
26000000,61489265,Flatliners,Kiefer Sutherland|Julia Roberts|Kevin Bacon|William Baldwin|Oliver Platt,Joel Schumacher,115,Drama|Horror|Science Fiction|Thriller,179,6.0,1990,43391362.048179105,102619344.603516
0,33461269,Air America,Mel Gibson|Robert Downey Jr.|Nancy Travis|Ken Jenkins|David Marshall Grant,Roger Spottiswoode,112,Action|Adventure|Comedy|Drama,69,5.1,1990,0.0,55843462.9911735
